row_index	gene
20931	AL391845.1
20932	AL590822.2
20933	AL139246.4
20934	AL590438.1
20935	AL513320.1
20936	AL031847.1
20937	Z98884.1
20938	AL096855.1
20939	AL357552.2
20940	PIK3CD-AS1
20941	AL139424.1
20942	AL137798.2
20943	HTR6
20944	PLA2G5
20945	AL020998.1
20946	SH2D5
20947	AL031005.1
20948	AL031281.2
20949	HTR1D
20950	AL031432.3
20951	AL606491.1
20952	GJB4
20953	AL929472.2
20954	LINC01685
20955	AL031985.4
20956	SLFNL1-AS1
20957	MPL
20958	AL592166.1
20959	TEX38
20960	CYP4A22-AS1
20961	FOXE3
20962	AL445685.1
20963	AL606760.2
20964	AC119428.2
20965	AL357673.2
20966	SSBP3-AS1
20967	MROH7-TTC4
20968	LEXM
20969	C8B
20970	AL136985.2
20971	NFIA-AS2
20972	AL357078.3
20973	C1ORF141
20974	LRRC7
20975	MSH4
20976	AL136382.1
20977	AC091614.1
20978	BRDT
20979	MIR137HG
20980	LINC01776
20981	AC093157.2
20982	VAV3-AS1
20983	TMIGD3
20984	AL157902.1
20985	HAO2
20986	IGKV1OR1-1
20987	AC239799.1
20988	HIST2H3C
20989	AL356356.1
20990	AL391069.4
20991	AL450992.1
20992	BX470102.1
20993	RXFP4
20994	RHBG
20995	CADM3-AS1
20996	ATP1A4
20997	CASQ1
20998	AL512785.2
20999	LINC01675
21000	AL359962.2
21001	Z99943.1
21002	AL023755.1
21003	Z97200.1
21004	GPR52
21005	TNR
21006	BRINP2
21007	LINC01645
21008	CLEC20A
21009	AL137796.1
21010	NPHS2
21011	KIAA1614-AS1
21012	AL133383.1
21013	LINC01031
21014	AL157402.1
21015	AC104461.1
21016	TNNI1
21017	GPR37L1
21018	CNTN2
21019	BLACAT1
21020	AC244034.2
21021	IL19
21022	C4BPA
21023	AL360091.3
21024	TGFB2-AS1
21025	SLC30A10
21026	AC092811.2
21027	IBA57-DT
21028	AL121990.1
21029	AL512328.1
21030	TRIM67
21031	TSNAX-DISC1
21032	AL732292.2
21033	AL139161.1
21034	OR2B11
21035	OR2T2
21036	AC092159.2
21037	AC144450.1
21038	AC104794.4
21039	AC092687.3
21040	AC062028.1
21041	LINC00570
21042	AC010745.1
21043	AC018742.1
21044	CAPN14
21045	AC020594.1
21046	AC011247.2
21047	LINC01794
21048	KCNG3
21049	AC016735.1
21050	LINC02580
21051	ABCG8
21052	LINC01119
21053	AC093732.1
21054	STPG4
21055	AC073283.1
21056	AC010967.1
21057	AC093110.1
21058	AC007250.1
21059	AC012368.2
21060	LINC01800
21061	MEIS1-AS3
21062	AC016700.3
21063	AC007040.1
21064	AC006030.1
21065	DCTN1-AS1
21066	RNF103-CHMP3
21067	RGPD1
21068	AC013270.1
21069	CNNM3-DT
21070	AC159540.2
21071	AC079447.1
21072	AC010978.1
21073	RGPD4
21074	AC074387.1
21075	IL37
21076	AC016683.1
21077	AC017074.1
21078	AC104653.1
21079	AC010976.1
21080	LINC02572
21081	RAB6C
21082	TUBA3E
21083	RAB6D
21084	LINC01120
21085	LINC01087
21086	ACMSD
21087	AC009299.3
21088	AC104088.1
21089	MAP3K20-AS1
21090	AC106900.1
21091	AC010894.4
21092	AC073834.1
21093	FSIP2-AS1
21094	AC017101.1
21095	AC013401.1
21096	LINC01825
21097	AC114760.2
21098	C2ORF66
21099	LINC01792
21100	AC079354.3
21101	GPR1
21102	AC008269.1
21103	CXCR1
21104	AC068946.2
21105	AC009502.1
21106	DAW1
21107	SPATA3-AS1
21108	ALPG
21109	LINC01891
21110	GBX2
21111	AC112721.2
21112	UBE2F-SCLY
21113	KLHL30
21114	AQP12B
21115	AC011298.1
21116	AQP12A
21117	AC131097.3
21118	WNT7A
21119	AC090948.2
21120	AC091493.1
21121	AC098614.4
21122	LINC01980
21123	LINC02033
21124	AC126118.1
21125	CAMP
21126	AC104452.1
21127	CDHR4
21128	AC105935.1
21129	AC097358.2
21130	IL17RD
21131	AC137936.1
21132	AC116036.2
21133	FAM3D-AS1
21134	AC012557.1
21135	MAGI1-AS1
21136	LINC02085
21137	LINC00636
21138	ZNF80
21139	AC073352.1
21140	LINC01471
21141	AC107027.1
21142	BFSP2-AS1
21143	FOXL2
21144	ATP1B3-AS1
21145	AC108718.1
21146	LINC00881
21147	AC104411.1
21148	AC112491.1
21149	LINC01322
21150	SLC2A2
21151	LINC00501
21152	AC007620.3
21153	YEATS2-AS1
21154	IGF2BP2-AS1
21155	AHSG
21156	CLDN16
21157	AC073365.1
21158	LINC00887
21159	ZDHHC19
21160	UBXN7-AS1
21161	NCBP2-AS1
21162	PPP2R2C
21163	AC097381.1
21164	AC007370.2
21165	AC092436.2
21166	AC104078.1
21167	LINC01259
21168	YIPF7
21169	AC096586.1
21170	OCIAD1-AS1
21171	AC069200.1
21172	IGFBP7-AS1
21173	UGT2B7
21174	AC107072.2
21175	CXCL13
21176	LINC00989
21177	AC107067.1
21178	ADH4
21179	ADH1A
21180	AC109361.1
21181	DKK2
21182	AC096564.2
21183	AC004067.1
21184	AC093752.2
21185	AC079341.2
21186	IL21-AS1
21187	AC078850.1
21188	LINC02266
21189	RNF175
21190	LINC02512
21191	AC096751.2
21192	ADAM29
21193	LINC01099
21194	FRG2
21195	AC026412.3
21196	AC016575.1
21197	AC022113.2
21198	AC093274.1
21199	AC008825.1
21200	LINC02109
21201	AC025754.2
21202	AC026741.1
21203	AC114956.2
21204	AC008937.2
21205	AC010273.1
21206	AC116337.3
21207	AC012636.1
21208	RASGRF2-AS1
21209	MEF2C-AS2
21210	AC020900.1
21211	LIX1-AS1
21212	LIX1
21213	LINC02163
21214	LVRN
21215	AC106786.1
21216	AC026398.1
21217	IL5
21218	TH2LCRR
21219	TRPC7-AS1
21220	AC011405.1
21221	CXXC5-AS1
21222	AC008438.2
21223	PCDHB8
21224	PCDHGA4
21225	PCDHGA8
21226	AC008781.2
21227	ARHGAP26-AS1
21228	HMHB1
21229	SLC6A7
21230	HAVCR1
21231	AC009185.1
21232	FNDC9
21233	AC008691.1
21234	AC011363.1
21235	LINC01411
21236	FAM153B
21237	SLC34A1
21238	AC034213.1
21239	AL033381.1
21240	AL034346.1
21241	LY86-AS1
21242	LINC00518
21243	MIR5689HG
21244	ELOVL2
21245	AL109914.1
21246	NBAT1
21247	KAAG1
21248	U91328.2
21249	HIST1H2AD
21250	AL121936.1
21251	LINC01556
21252	AL662860.1
21253	OR2I1P
21254	LINC02570
21255	DDR1-DT
21256	PSORS1C2
21257	ATP6V1G2-DDX39B
21258	C6ORF47-AS1
21259	AL645941.2
21260	TCP11
21261	SCUBE3
21262	TULP1
21263	ARMC12
21264	AL034345.2
21265	TREML1
21266	TREML4
21267	AL133375.1
21268	AL109615.3
21269	ADGRF4
21270	GCM1
21271	MLIP
21272	TINAG
21273	AL354719.2
21274	AL583856.2
21275	LINC02542
21276	LINC02535
21277	AL121787.1
21278	AL109920.1
21279	Z98200.1
21280	WISP3
21281	Z99289.1
21282	ROS1
21283	AL365275.1
21284	CLVS2
21285	AL590006.1
21286	AL355581.1
21287	SMLR1
21288	AL021408.1
21289	LINC01013
21290	AL078590.2
21291	IL22RA2
21292	AL356234.2
21293	AL356234.3
21294	PHACTR2-AS1
21295	OPRM1
21296	AL355297.3
21297	AL035634.1
21298	AL356417.3
21299	AIRN
21300	AL391361.3
21301	AL121935.2
21302	TCP10L2
21303	GPR31
21304	AL009178.3
21305	AL606970.3
21306	AC004906.1
21307	AC093620.1
21308	AC004948.1
21309	AC006042.4
21310	AC019117.2
21311	AC019117.1
21312	AC099342.1
21313	AC002480.2
21314	HOTTIP
21315	EVX1-AS
21316	EVX1
21317	AC004009.1
21318	AC005091.1
21319	JAZF1-AS1
21320	AC004593.3
21321	AC007285.1
21322	AC006027.1
21323	TRGV11
21324	AC010132.4
21325	SPDYE1
21326	LINC01952
21327	SUN3
21328	ABCA13
21329	AC124014.1
21330	AC237221.1
21331	AC104073.4
21332	AC004990.1
21333	GRM3
21334	AC002064.1
21335	AC000058.1
21336	AC002454.1
21337	AC005021.1
21338	AC004012.1
21339	AC093799.1
21340	ATP5MF-PTCD1
21341	CYP3A7
21342	AC093668.1
21343	SPDYE2B
21344	SLC26A3
21345	LINC01393
21346	WNT16
21347	RNF133
21348	HYAL4
21349	FSCN3
21350	ATP6V0A4
21351	C7ORF55-LUC7L2
21352	CLEC2L
21353	TAS2R5
21354	TRBV7-1
21355	TRBV5-3
21356	TRBV11-1
21357	TRBV10-2
21358	TRBV13
21359	TRBV12-5
21360	TRBV16
21361	TRBJ1-1
21362	TRBJ1-2
21363	TRBJ1-3
21364	TRBJ1-4
21365	TRBJ1-5
21366	TRBJ2-2
21367	TRBJ2-4
21368	TRBJ2-5
21369	TRBJ2-6
21370	KEL
21371	AC010973.2
21372	AL732314.4
21373	AL683807.1
21374	VCX3A
21375	VCX
21376	VCX3B
21377	AC079171.1
21378	ZFX-AS1
21379	AC107419.1
21380	OTC
21381	AC108879.1
21382	LINC01281
21383	AL592164.1
21384	AC091806.1
21385	AC231533.1
21386	ASB12
21387	AL139398.1
21388	CXORF65
21389	DMRTC1
21390	ARMCX3-AS1
21391	AL035427.1
21392	CHRDL1
21393	INTS6L-AS1
21394	VGLL1
21395	AL589669.1
21396	MAGEA4-AS1
21397	MAGEA4
21398	PNMA5
21399	BX571846.1
21400	AC019257.2
21401	NAT2
21402	AC107959.3
21403	NEFL
21404	AC091185.1
21405	AC124067.4
21406	AC087362.1
21407	AC087623.4
21408	AC009630.2
21409	AC103724.4
21410	AC090739.1
21411	CHRNA6
21412	AC103831.1
21413	RGS20
21414	CLVS1
21415	AC022730.4
21416	AC087627.1
21417	PI15
21418	PKIA-AS1
21419	AC036214.3
21420	AC037450.1
21421	AC117834.1
21422	AP003472.1
21423	AP003472.2
21424	AC018781.1
21425	ABRA
21426	FER1L6-AS1
21427	AC090921.1
21428	CASC11
21429	SLURP2
21430	LY6D
21431	GML
21432	AC067930.4
21433	AC067930.1
21434	SPATC1
21435	FOXH1
21436	AL928970.1
21437	LRRC19
21438	MSMP
21439	AL161781.2
21440	AL513165.1
21441	ANKRD20A2
21442	BMS1P14
21443	LINC01189
21444	FOXD4L4
21445	AL353608.3
21446	C9ORF41-AS1
21447	C9ORF170
21448	AL451065.1
21449	FOXE1
21450	GRIN3A
21451	AL359182.1
21452	ACTL7B
21453	TEX48
21454	AL160272.1
21455	AL162254.1
21456	AL354928.1
21457	WDR38
21458	AL356309.2
21459	AL157935.1
21460	AL592211.1
21461	AL161785.3
21462	AL353803.4
21463	AL136141.1
21464	PRDM12
21465	AL157938.3
21466	CFAP77
21467	AL138781.1
21468	SLC34A3
21469	STPG3-AS1
21470	STPG3
21471	AC069287.2
21472	AC136475.7
21473	KRTAP5-1
21474	KRTAP5-2
21475	AC068580.3
21476	AC068580.2
21477	OR52N4
21478	CNGA4
21479	AC091564.6
21480	OR2AG2
21481	OR6A2
21482	OR2D3
21483	OVCH2
21484	AC091053.2
21485	AC124276.2
21486	SAA2-SAA4
21487	NAV2-AS3
21488	NAV2-AS2
21489	AC090092.1
21490	AC100771.2
21491	CSTF3-DT
21492	AC018410.1
21493	SMTNL1
21494	AP001350.1
21495	GLYATL2
21496	MS4A3
21497	MS4A6E
21498	MS4A15
21499	AP003733.3
21500	AP001363.2
21501	TEX54
21502	AP006333.1
21503	AP003774.3
21504	AP003774.1
21505	ACTN3
21506	AP003419.1
21507	RPS6KB2-AS1
21508	TBX10
21509	AP005233.2
21510	FGF3
21511	AP007216.2
21512	AP003555.3
21513	AP000879.1
21514	AP000812.1
21515	AP000763.4
21516	AP001372.3
21517	AP002812.3
21518	AP003110.1
21519	AP003059.1
21520	C11ORF97
21521	AP002008.1
21522	ANKK1
21523	AP003170.4
21524	HTR3A
21525	AP006216.1
21526	AP000936.1
21527	AP000892.1
21528	SMIM35
21529	UPK2
21530	OR8G5
21531	STT3A-AS1
21532	ACRV1
21533	PATE2
21534	AP000911.2
21535	AL391427.1
21536	TUBAL3
21537	CALML5
21538	AL596094.1
21539	AL157395.1
21540	AL137145.1
21541	AL158210.1
21542	GATA3-AS1
21543	AL136320.1
21544	AL512631.2
21545	AC044781.1
21546	OLAH
21547	AL158834.1
21548	AL121748.1
21549	AL117337.1
21550	LINC01518
21551	LINC01264
21552	ANXA8
21553	BX547991.1
21554	NPY4R2
21555	FAM170B
21556	LINC00843
21557	PRKG1-AS1
21558	AC074327.1
21559	AL592430.1
21560	AL596223.1
21561	C10ORF105
21562	AC022392.1
21563	AL731563.2
21564	DUPD1
21565	MAT1A
21566	NRG3
21567	ANKRD1
21568	CYP26C1
21569	CYP26A1
21570	AL139124.1
21571	AL355490.2
21572	ANKRD2
21573	LINC00866
21574	PKD2L1
21575	RPEL1
21576	AL360182.2
21577	AC068896.1
21578	AL157888.1
21579	AL359094.1
21580	AL390763.2
21581	AL157832.1
21582	LINC01168
21583	AL592071.1
21584	AC006207.1
21585	AC005842.1
21586	AC006064.1
21587	AC092111.1
21588	LINC02449
21589	AC092745.1
21590	CLEC6A
21591	AICDA
21592	AC092490.1
21593	AC006581.2
21594	AC010186.1
21595	LINC02390
21596	AC006518.7
21597	TAS2R46
21598	AC008115.1
21599	SMCO3
21600	PDE6H
21601	AC007552.2
21602	AC007529.1
21603	GYS2
21604	AC022509.2
21605	AC022509.1
21606	AC022509.4
21607	ARNTL2-AS1
21608	AC087257.1
21609	AC008011.2
21610	OVCH1-AS1
21611	LINC02422
21612	AC046130.1
21613	C12ORF40
21614	AC025031.2
21615	AC074029.3
21616	CELA1
21617	KRT6A
21618	KRT2
21619	KRT1
21620	AC034102.5
21621	AC024884.2
21622	INHBC
21623	AC078777.1
21624	IL22
21625	BEST3
21626	MYRFL
21627	AC131532.1
21628	NTS
21629	AC008149.1
21630	AC089983.1
21631	AC079385.1
21632	LINC01234
21633	AC125603.2
21634	AC069209.1
21635	AC069503.1
21636	LINC00939
21637	AC079949.1
21638	LINC00327
21639	C1QTNF9B
21640	RNF17
21641	AL590787.1
21642	LINC00544
21643	LINC02341
21644	FAM216B
21645	AL589745.1
21646	SIAH3
21647	LINC00563
21648	LINC00462
21649	TMEM272
21650	AL354896.1
21651	CLDN10-AS1
21652	AL136961.1
21653	AL139035.1
21654	LINC00443
21655	AL136964.1
21656	AL161431.1
21657	AL356019.1
21658	AL355075.1
21659	AL163636.1
21660	SLC39A2
21661	TRAV38-1
21662	TRAV40
21663	TRAV41
21664	TRDV3
21665	TRAJ42
21666	TRAJ40
21667	TRAJ37
21668	TRAJ33
21669	TRAJ17
21670	TRAJ13
21671	TRAJ9
21672	TRAJ6
21673	TRAJ4
21674	BCL2L2-PABPN1
21675	AL136295.3
21676	CMA1
21677	LINC01551
21678	INSM2
21679	AL121790.2
21680	AL049875.1
21681	AL121809.1
21682	AL133453.1
21683	AL163953.1
21684	AL158801.2
21685	CCDC198
21686	AL132989.2
21687	AL121820.1
21688	LINC02274
21689	AC005520.1
21690	VRTN
21691	AL691403.1
21692	AC007376.2
21693	LINC01629
21694	ISM2
21695	LINC02308
21696	LINC02301
21697	AL157955.1
21698	AL137785.1
21699	SERPINA9
21700	TCL1A
21701	AL139020.1
21702	AL109767.1
21703	LINC00524
21704	AL137779.1
21705	LBHD2
21706	LINC00637
21707	AL583722.2
21708	IGHE
21709	AL928742.1
21710	IGHV1-17
21711	IGHV2-26
21712	IGHV3-38
21713	IGHV1-45
21714	IGHV3-47
21715	AC135068.9
21716	IGHV1OR15-3
21717	MKRN3
21718	LINC02249
21719	GOLGA8Q
21720	AC091057.4
21721	AC091045.1
21722	PLA2G4E
21723	PLA2G4D
21724	AC036103.1
21725	AC025430.1
21726	AC025580.1
21727	SLC24A5
21728	AC022087.1
21729	AC012170.3
21730	AC012170.2
21731	AC021752.1
21732	MIR4713HG
21733	AC090971.1
21734	AC023906.3
21735	AC025917.1
21736	ONECUT1
21737	LINC02490
21738	AC009560.1
21739	AC103740.2
21740	AC013553.3
21741	AC013553.4
21742	CELF6
21743	AC009690.1
21744	HIGD2B
21745	AC090826.1
21746	AC012435.2
21747	AC100835.1
21748	CPLX3
21749	CHRNA3
21750	CPEB1-AS1
21751	SLC28A1
21752	AC087286.2
21753	AC087286.1
21754	AC021739.5
21755	AC091167.6
21756	AC103739.1
21757	AC021422.1
21758	LINC00924
21759	AC012409.3
21760	FAM169B
21761	Z92544.1
21762	LMF1-AS1
21763	AC009041.1
21764	AL031600.1
21765	AL031705.1
21766	AC106820.5
21767	AC093525.1
21768	AC141586.2
21769	PRSS33
21770	AC003965.1
21771	AC025283.3
21772	CORO7-PAM16
21773	AC020663.2
21774	AC133065.1
21775	NPIPA8
21776	AC099518.2
21777	CHP2
21778	AC138904.1
21779	IL27
21780	NPIPB8
21781	AC145285.3
21782	AC109460.4
21783	AC009093.1
21784	ZG16
21785	AC120114.1
21786	AC093512.1
21787	AC116348.3
21788	AC002310.2
21789	AC135050.2
21790	ITGAD
21791	AC018845.3
21792	AC023813.3
21793	AC007608.3
21794	AC007728.1
21795	AC009166.1
21796	CASC16
21797	AC026771.1
21798	CDH8
21799	AC044802.1
21800	AC009061.1
21801	NRN1L
21802	AC126773.2
21803	CLEC18C
21804	AC020763.1
21805	CHST4
21806	TAT-AS1
21807	HP
21808	HPR
21809	CHST5
21810	AC025287.3
21811	CPHXL
21812	AC092134.1
21813	AC046158.1
21814	LINC01229
21815	AC092718.6
21816	AC092723.5
21817	AC010531.1
21818	AC134312.5
21819	AC138028.4
21820	AC138028.2
21821	AC138028.1
21822	AC137932.3
21823	AC087392.5
21824	AC090617.4
21825	AC006435.2
21826	OR3A2
21827	SPATA22
21828	ALOX15
21829	AC091153.2
21830	GP1BA
21831	AC004706.1
21832	ALOX12
21833	SLC35G6
21834	SENP3-EIF4A1
21835	LINC00670
21836	AC022816.1
21837	AC005324.4
21838	MPRIP-AS1
21839	AC007952.7
21840	AC007952.5
21841	MTRNR2L1
21842	SLC13A2
21843	AC024267.4
21844	AC068025.1
21845	AC130324.2
21846	AC079336.5
21847	CCL1
21848	AC004223.4
21849	AC060766.6
21850	HEATR9
21851	AC244100.3
21852	AC243585.2
21853	ZPBP2
21854	GSDMA
21855	AC073508.2
21856	KRT27
21857	KRTAP16-1
21858	KRT14
21859	KRT16
21860	AC099811.3
21861	AC099811.4
21862	CFAP97D1
21863	AC004596.1
21864	FAM187A
21865	AC015936.1
21866	AC005670.1
21867	AC068234.2
21868	AC040934.1
21869	AC090627.1
21870	AC091180.3
21871	AC015909.2
21872	LINC02073
21873	C17ORF47
21874	LINC01483
21875	AC011933.4
21876	AC011933.3
21877	AC068594.1
21878	C17ORF99
21879	AC027601.4
21880	AC110285.4
21881	GCGR
21882	AC132872.2
21883	AC024361.2
21884	AC087222.1
21885	ADCYAP1
21886	AP005328.1
21887	LINC00470
21888	AP005230.1
21889	CHMP1B-AS1
21890	AP001029.2
21891	AP001010.1
21892	MC5R
21893	AC027449.1
21894	AC010754.1
21895	AC023983.2
21896	HRH4
21897	DSCAS
21898	DSG1-AS1
21899	DSG3
21900	AC021224.1
21901	AC007998.4
21902	AC007998.3
21903	AC007998.2
21904	LOXHD1
21905	DYNAP
21906	AC007673.1
21907	AC090340.1
21908	AC105094.2
21909	SERPINB4
21910	SERPINB11
21911	SERPINB7
21912	LIVAR
21913	GTSCR1
21914	AC015819.1
21915	KCNG2
21916	AC114341.1
21917	SIRPB2
21918	SIRPD
21919	AL121760.1
21920	SPEF1
21921	AL031670.1
21922	ADRA1D
21923	LRRN4
21924	LINC01713
21925	LINC00237
21926	LINC01727
21927	AL118508.1
21928	AL121894.1
21929	AL035252.2
21930	C20ORF203
21931	BPIFA2
21932	AL121906.1
21933	AL356652.1
21934	TGIF2-RAB5IF
21935	AL023803.2
21936	R3HDML
21937	KCNS1
21938	SPATA25
21939	AL008726.1
21940	AL133342.1
21941	AL161937.1
21942	AL133230.1
21943	LINC01524
21944	BHLHE23
21945	HAR1B
21946	AL121845.1
21947	AC005775.1
21948	AC006273.1
21949	GRIN3B
21950	LINC01775
21951	AC005786.3
21952	NMRK2
21953	DPP9-AS1
21954	AC027319.1
21955	ARRDC5
21956	MBD3L1
21957	MUC16
21958	AC008752.2
21959	AC020931.1
21960	AC011511.4
21961	AC018761.3
21962	AC020916.2
21963	AC005776.2
21964	CALR3
21965	AC008764.4
21966	AC010319.3
21967	AC007192.2
21968	AC005253.1
21969	AC011448.1
21970	AC008554.1
21971	LINC00664
21972	WDR88
21973	AC020907.3
21974	PRODH2
21975	AC074138.1
21976	AC005625.1
21977	AC104534.1
21978	CLC
21979	CYP2B6
21980	AC011462.1
21981	ERICH4
21982	CEACAM7
21983	AC010616.2
21984	AC010247.2
21985	TEX101
21986	APOC4-APOC2
21987	APOC2
21988	AC007785.3
21989	IGFL2
21990	AC093503.2
21991	AC008403.2
21992	AC008403.3
21993	AC022154.1
21994	IZUMO2
21995	MYBPC2
21996	SHANK1
21997	LINC01869
21998	KLK2
21999	LIM2
22000	AC008750.2
22001	CEACAM18
22002	SIGLEC5
22003	AC010320.2
22004	AC010320.4
22005	ZNF534
22006	AC010487.2
22007	NLRP12
22008	AC008440.3
22009	VSTM1
22010	AC245052.1
22011	LILRA4
22012	AC020922.1
22013	AC008735.3
22014	NLRP9
22015	NLRP4
22016	AC003002.3
22017	RPS4Y1
22018	AC006157.1
22019	ZFY
22020	ZFY-AS1
22021	LINC00278
22022	AC010737.1
22023	TBL1Y
22024	TTTY15
22025	USP9Y
22026	DDX3Y
22027	UTY
22028	TMSB4Y
22029	NLGN4Y
22030	FAM224B
22031	TTTY14
22032	AC010889.1
22033	KDM5D
22034	TTTY10
22035	EIF1AY
22036	RPS4Y2
22037	DAZ1
22038	DAZ2
22039	DAZ4
22040	PRODH
22041	AC000067.1
22042	AC006547.3
22043	AC002470.1
22044	CCDC116
22045	AC245060.6
22046	ZNF280A
22047	PRAME
22048	AC244250.1
22049	IGLV3-12
22050	IGLJ2
22051	AP000345.2
22052	DRICH1
22053	AP000350.5
22054	AP000350.6
22055	ADORA2A-AS1
22056	AL022323.3
22057	Z99916.1
22058	AC000035.1
22059	AC004997.1
22060	PIK3IP1-AS1
22061	AL008719.1
22062	FO393418.1
22063	AL022314.1
22064	Z83844.2
22065	GALR3
22066	AL031587.2
22067	AL021707.5
22068	AL021707.3
22069	AL022326.1
22070	CACNA1I
22071	AL022238.4
22072	SHISA8
22073	AC254562.2
22074	Z82243.1
22075	SMC1B
22076	LINC01589
22077	WNT7B
22078	AL121672.3
22079	AL117328.2
22080	AL022328.2
22081	FP236315.1
22082	CU633904.1
22083	LINC00113
22084	GRIK1
22085	AP000251.1
22086	LINC00114
22087	AP001059.3
22088	AP001059.2
22089	AP001059.1
22090	LRRC3-DT
22091	LINC02575
22092	TSPEAR-AS1
22093	AL589702.1
22094	C1ORF127
22095	AC098484.2
22096	DIO1
22097	DEPDC1-AS1
22098	AL359853.1
22099	AL137793.1
22100	AL591848.2
22101	AL121655.1
22102	C2ORF91
22103	AC005041.3
22104	AC233266.2
22105	LINC01594
22106	SULT1C3
22107	AC007879.3
22108	AC079610.1
22109	AC098820.2
22110	AC021660.2
22111	AC117457.1
22112	KCNMB2-AS1
22113	PEX5L
22114	LINC02036
22115	CCDC158
22116	AC139722.1
22117	MAB21L2
22118	AC079298.1
22119	AC097467.3
22120	F11-AS1
22121	LINC02198
22122	AC008906.2
22123	LINC01933
22124	AL031123.1
22125	CLPSL1
22126	AL359633.2
22127	AL513211.1
22128	AL353747.2
22129	RBAKDN
22130	AC013470.2
22131	AC004862.1
22132	CYP3A4
22133	FAM239A
22134	FAM239B
22135	FAM9C
22136	AC097625.1
22137	GRPR
22138	TBX22
22139	IRS4
22140	AC107959.2
22141	LINC02055
22142	AC011676.3
22143	LINC01300
22144	AL354977.2
22145	LURAP1L-AS1
22146	AL353753.1
22147	LINC01506
22148	PCA3
22149	NXNL2
22150	FIBCD1
22151	PAEP
22152	OR52N1
22153	OR56A3
22154	ANO3
22155	AP003559.1
22156	SCGB1D2
22157	C11ORF87
22158	C11ORF88
22159	AP003174.1
22160	APOA5
22161	AL355870.1
22162	SLC39A12
22163	NEUROG3
22164	AL450311.2
22165	AC073370.1
22166	FGF8
22167	CALHM3
22168	PNLIPRP1
22169	SPRN
22170	AL161645.1
22171	AC006206.2
22172	ART4
22173	AC023511.1
22174	KRT6B
22175	C12ORF56
22176	GLIPR1L1
22177	AC007656.1
22178	AC084018.1
22179	AC026333.3
22180	AC130404.1
22181	LINC01198
22182	ATXN8OS
22183	AL365394.1
22184	LINC02300
22185	AL136418.1
22186	AL357093.2
22187	AL110118.2
22188	AL133467.2
22189	IGHV1-58
22190	AC012414.5
22191	PWRN1
22192	AC078909.2
22193	AC100826.1
22194	AC140725.1
22195	AC004754.1
22196	TPSG1
22197	AC138932.2
22198	CNGB1
22199	AC025287.2
22200	SLC38A8
22201	PIRT
22202	AC005324.5
22203	GPR179
22204	KRT12
22205	KRT32
22206	PRAC1
22207	AC113554.1
22208	CPSF4L
22209	AC125421.1
22210	OTOP3
22211	AC132872.3
22212	AP001005.3
22213	AC098848.1
22214	MC4R
22215	LINC01910
22216	SEMG1
22217	LINC01522
22218	AC005220.1
22219	CBLN4
22220	AC004490.1
22221	ZNF30-AS1
22222	HPN-AS1
22223	AC011466.1
22224	CGB5
22225	AC008687.8
22226	PCDH11Y
22227	IGLV5-37
22228	AL020993.1
22229	TCP10L
22230	C21ORF62
22231	BACE2-IT1
22232	AP001065.1
22233	MYOM3
22234	AL450468.2
22235	ETV3L
22236	LINC01351
22237	LINC01705
22238	OR14A16
22239	LYPD8
22240	AC107057.1
22241	LINC01831
22242	POU3F3
22243	IL36G
22244	AC013457.1
22245	AC092484.1
22246	AC132807.2
22247	GADL1
22248	LRRIQ4
22249	COX7B2
22250	AC116049.2
22251	AC093895.1
22252	ATOH1
22253	TTC29
22254	AC084871.2
22255	AC026785.2
22256	MROH2B
22257	AC022092.1
22258	AL157371.2
22259	SP8
22260	HOXA10-AS
22261	PPP1R17
22262	TRGV6
22263	AC091808.1
22264	NDP
22265	BX119904.2
22266	MAGEA3
22267	DEFA5
22268	AC084026.1
22269	AC091173.1
22270	AC110741.1
22271	AL390760.1
22272	AL445644.1
22273	BARHL1
22274	LCN15
22275	SLC6A5
22276	MMP8
22277	MMP13
22278	AP000842.3
22279	AC025822.2
22280	LINC00864
22281	AC026310.2
22282	ANKRD33
22283	HOXC-AS1
22284	LINC02426
22285	CLLU1OS
22286	LINC02376
22287	LINC02418
22288	ADGRD1-AS1
22289	AC073578.1
22290	ACOD1
22291	CYP19A1
22292	PRAC2
22293	HOXB13
22294	MYADML2
22295	LINC00668
22296	DSC3
22297	SERPINB10
22298	LINC00656
22299	AC010336.3
22300	AL117329.1
22301	OLIG2
22302	DSCR4
22303	DSCR8
22304	LINC01346
22305	NPPA
22306	NPPB
22307	CATSPER4
22308	LINC02574
22309	C1ORF94
22310	AL358075.1
22311	LRRC53
22312	GBP7
22313	AC097059.2
22314	PLPPR5
22315	AC241644.3
22316	AL391069.1
22317	SPRR1A
22318	SPRR3
22319	MAEL
22320	ANKRD45
22321	AL606468.1
22322	AC093904.3
22323	LINC01291
22324	FOXI3
22325	STEAP3-AS1
22326	TUBA3D
22327	PKP4-AS1
22328	AC010127.1
22329	G6PC2
22330	AC017048.3
22331	CPO
22332	CHL1-AS1
22333	TMEM40
22334	AC116096.1
22335	LINC01565
22336	COL6A6
22337	TBL1XR1-AS1
22338	AC024560.3
22339	AC147067.2
22340	AC024243.1
22341	AC020741.1
22342	AC111000.4
22343	PITX2
22344	AC097372.1
22345	CLDN22
22346	AC108472.1
22347	LINC01262
22348	AC126768.1
22349	AC091906.1
22350	LINC01332
22351	VCAN-AS1
22352	AC008592.5
